"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"SCAMP2",0.071162991874915,6.82721251169249,0.934844289712892,0.340569778419051,0.446853096285135,-0.071162991874915,"No",NA
"INTS3",-0.185317958644527,6.86734534924085,0.93424202534527,0.340723063652612,0.447004170297803,0.185317958644527,"No",NA
"FPGT-TNNI3K",0.286740452716638,2.53462963275942,0.934035859976292,0.340733690009885,0.447004170297803,-0.286740452716638,"No",NA
"CREB3",-0.0778942491111791,5.32261295219391,0.933682546290697,0.340872510714945,0.447130851545037,0.0778942491111791,"No",NA
"PXK",-0.164526800466717,5.18145358380644,0.933664655067393,0.340879038259881,0.447130851545037,0.164526800466717,"No",NA
"NIPAL3",-0.304046455133906,5.34510443881515,0.933000458984202,0.341046562807501,0.44731858491874,0.304046455133906,"No",NA
"ZNF337-AS1",-0.127537557008974,2.71095304532462,0.932663007121293,0.341251478823654,0.447555330780311,0.127537557008974,"No",NA
"SLC35B2",-0.0926652158312382,5.62185458045339,0.931979663158261,0.341304489466761,0.447592831336042,0.0926652158312382,"No",NA
"PHKA2",-0.11866768301425,5.20250983199378,0.931688193510079,0.34138326619317,0.447658816457468,0.11866768301425,"No",NA
"HIGD1B",0.356482203938157,1.64460802966812,0.919658350282861,0.341403647050101,0.447658816457468,-0.356482203938157,"No",NA
"RPSAP9",-0.241987450454277,2.76505553675541,0.931459275427898,0.341578312486279,0.447855807609326,0.241987450454277,"No",NA
"LOC101927372",-0.140146341741807,2.34678323234501,0.929474573148702,0.341621837796938,0.447880840270038,0.140146341741807,"No",NA
"HTRA1",0.184416630678348,6.3200759860219,0.930247229830609,0.341744128245812,0.448009126430236,-0.184416630678348,"No",NA
"TTC28-AS1",-0.152944572712799,3.82998473468612,0.930303269082792,0.341815319412566,0.448070410479959,0.152944572712799,"No",NA
"FAM90A1",-0.213425441985013,1.58466264395267,0.916610381210332,0.341912331195238,0.448154772350009,0.213425441985013,"No",NA
"WWP2",-0.101952113118247,6.0593081908232,0.929529350944747,0.34192857160478,0.448154772350009,0.101952113118247,"No",NA
"LOC102723811",0.190183167960473,1.50103258693717,0.914520155431653,0.342060030252165,0.448295017841742,-0.190183167960473,"No",NA
"SURF6",-0.087423219642737,5.16819258789185,0.928901764662586,0.342096866497189,0.448311242476406,0.087423219642737,"No",NA
"RWDD2B",-0.0604190903411367,4.23614752533436,0.928933582280336,0.342123605920853,0.448314234050694,0.0604190903411367,"No",NA
"RNF183",-0.32420511136996,4.35605269445774,0.928468991194422,0.342236137177153,0.448429637640771,0.32420511136996,"No",NA
"SURF4",-0.0755247101194945,7.5265116564752,0.927840276569139,0.342359873263097,0.448559705295249,0.0755247101194945,"No",NA
"ZNF385B",0.188970825652398,4.26148557651974,0.927680315879253,0.342443681322655,0.448637444420067,-0.188970825652398,"No",NA
"TCTN2",-0.168918492004206,4.66425664782427,0.92746262536671,0.342478351004626,0.448650800562123,0.168918492004206,"No",NA
"LOC102724419",-0.45483759081178,1.46889717693435,0.911487391671824,0.342712396463277,0.448925320820947,0.45483759081178,"No",NA
"LOC107984344",-0.111937468529809,1.90616203929901,0.919369283108965,0.342808906609675,0.449019654666806,0.111937468529809,"No",NA
"RBM25-AS1",-0.207813626135894,1.67563655554347,0.914879732040992,0.34283460648477,0.449021232600195,0.207813626135894,"No",NA
"PIGZ",-0.151235081330171,2.42511010270358,0.925115688322635,0.342882564191378,0.449039640097809,0.151235081330171,"No",NA
"LOC105371695",-0.546999044323057,2.02615868417134,0.920393561332265,0.342899426737909,0.449039640097809,0.546999044323057,"No",NA
"SFSWAP",-0.162119582999238,5.5301473536693,0.925671372929805,0.342922149458798,0.449039640097809,0.162119582999238,"No",NA
"RPS15",0.123346639960902,7.18937673860923,0.924657113476576,0.343178024696871,0.449342597908453,-0.123346639960902,"No",NA
"MUSTN1",-0.240086835987443,2.622488831364,0.924514014395229,0.343267977069627,0.449422468509764,0.240086835987443,"No",NA
"GALNT18",0.219368040872042,5.44531588201624,0.924252625601803,0.343288058702401,0.449422468509764,-0.219368040872042,"No",NA
"DBF4B",-0.193643275665275,3.51779719402434,0.923961717303819,0.343492562435706,0.4496580848396,0.193643275665275,"No",NA
"NAA35",-0.126327768350851,4.87691634238209,0.923323738008765,0.343536363953555,0.449683311027751,0.126327768350851,"No",NA
"SUOX",0.0668108716487139,7.14216412685876,0.923166894898928,0.343561967218286,0.449684714107705,-0.0668108716487139,"No",NA
"ARHGEF4",-0.0916652252597587,5.9414899232296,0.923073667234047,0.343588307740527,0.449687081907154,0.0916652252597587,"No",NA
"MED16",0.101509325910667,5.505753222783,0.922097505727784,0.34384308287865,0.449988402387986,-0.101509325910667,"No",NA
"MOGS",-0.0775036814602765,5.84827143463803,0.921910556477052,0.34388912942636,0.450016535659238,0.0775036814602765,"No",NA
"MRPS30",-0.0797545301298004,3.97616294432855,0.921955367745067,0.343942410755085,0.450054131740415,0.0797545301298004,"No",NA
"SCAP",0.0775096338546932,6.5241018290737,0.920898329196661,0.344148138264594,0.450286068325932,-0.0775096338546932,"No",NA
"HEXA",0.0607252706952889,7.16277270764888,0.920816246218526,0.344168790754167,0.450286068325932,-0.0607252706952889,"No",NA
"CSNK2B",0.0717327808743425,6.22854859500031,0.920367554851708,0.344286313809245,0.450407680447992,-0.0717327808743425,"No",NA
"LINC01342",-0.322758901602899,1.54211411634465,0.906573258043884,0.344329365976285,0.450431856683885,0.322758901602899,"No",NA
"DPCD",0.0826689317791721,3.93699044306312,0.920234809897655,0.344391310091135,0.450458542263211,-0.0826689317791721,"No",NA
"PTCSC3",0.243984020653225,1.97969588239086,0.914389875369941,0.344398912760837,0.450458542263211,-0.243984020653225,"No",NA
"C11orf80",-0.236673716363061,4.23318206206631,0.919810948750344,0.344473817958603,0.450480396007456,0.236673716363061,"No",NA
"SLC28A1",0.302485870399986,6.87842637547965,0.919628807370933,0.344476129935346,0.450480396007456,-0.302485870399986,"No",NA
"SZT2-AS1",-0.126625151349776,2.4623198310661,0.919123463033383,0.344489345438466,0.450480396007456,0.126625151349776,"No",NA
"ZNF750",0.188671108042435,1.51772892921839,0.90431671642509,0.344827246104476,0.450890095466234,-0.188671108042435,"No",NA
"SLC4A11",-0.678912940241874,5.32220001321728,0.917948483062263,0.344919623937131,0.45097871800225,0.678912940241874,"No",NA
"THAP11",-0.115469228057065,4.43416442298387,0.91761379374829,0.345029320265365,0.451046398728632,0.115469228057065,"No",NA
"XRCC4",-0.0896642349845202,3.02062752608587,0.918235388078858,0.345036901884786,0.451046398728632,0.0896642349845202,"No",NA
"CCDC188BP",0.468548743732721,1.75143637636036,0.907683470173523,0.345045204809973,0.451046398728632,-0.468548743732721,"No",NA
"MRPL41",0.143614524763713,4.94695781586474,0.917377271759328,0.345072385022962,0.451049763965767,-0.143614524763713,"No",NA
"IRX1",-0.327291537931732,3.81333605613084,0.916500012568619,0.345377099246647,0.451415872106259,0.327291537931732,"No",NA
"UGT3A2",-0.253221443888765,2.77482327413433,0.91662173399139,0.345402646885446,0.451417076861337,0.253221443888765,"No",NA
"AFAP1L2",-0.317495028754624,5.55256337367222,0.915550675558363,0.345538561769735,0.451562513424182,0.317495028754624,"No",NA
"MZT2A",0.131846847991101,4.03836688800008,0.915650551957086,0.345568783680838,0.451569815629701,-0.131846847991101,"No",NA
"CHCHD3",0.0679634569781745,5.50881685638171,0.915312320191863,0.345600673045159,0.4515792955728,-0.0679634569781745,"No",NA
"CCEPR",0.334005428129047,3.37329982136426,0.914934994855941,0.345852762029167,0.451876477602043,-0.334005428129047,"No",NA
"FAM124B",-0.312569706883683,1.40660252376902,0.898421538112668,0.345966675984554,0.451993096534307,0.312569706883683,"No",NA
"FYB2",-0.270492161084241,3.62135904778445,0.914072357375161,0.346036066328394,0.452026872536539,0.270492161084241,"No",NA
"SLC22A4",0.170607465633385,3.90191602540398,0.913890898741632,0.346041847269939,0.452026872536539,-0.170607465633385,"No",NA
"RAD52",-0.102304659032087,4.97318687481677,0.91331836503358,0.346126886676776,0.452105740321504,0.102304659032087,"No",NA
"FER1L5",-0.274208202637887,1.99188396455942,0.907295143498525,0.346294571788506,0.452292539754549,0.274208202637887,"No",NA
"LOC101929767",-0.0928761432450426,2.40718102274667,0.911686535905301,0.346339224434058,0.452318632309826,0.0928761432450426,"No",NA
"LOC105371824",0.279879966528325,1.54725566721528,0.898749233819687,0.346441019365457,0.452419343591094,-0.279879966528325,"No",NA
"TF",0.289749309656326,1.98223758680995,0.906426378974864,0.346485165138065,0.45244476151488,-0.289749309656326,"No",NA
"CRTC3-AS1",-0.236690539829643,1.5394588939501,0.898060984841046,0.346586627800382,0.452534749991757,0.236690539829643,"No",NA
"PCED1A",-0.0814525987197042,5.77634310394666,0.91145363971465,0.346604014354522,0.452534749991757,0.0814525987197042,"No",NA
"LOC107985064",0.191322984836857,1.71061170294535,0.901192179363065,0.346628139470529,0.452534749991757,-0.191322984836857,"No",NA
"EMC10",0.0845844800543859,7.16472809047908,0.911140846841667,0.346682288692287,0.452573211367206,-0.0845844800543859,"No",NA
"CYTH3",-0.207104687177956,5.13200681482482,0.910641547556492,0.346822434030191,0.45272392211119,0.207104687177956,"No",NA
"SLC13A4",-0.262701705611614,1.95207293315186,0.904446677506786,0.346885581391274,0.452733536940089,0.262701705611614,"No",NA
"RPL7",-0.0905741042704984,8.71946080755702,0.910314628808087,0.346897629848571,0.452733536940089,0.0905741042704984,"No",NA
"ZNF346",-0.125817713960391,3.86460193199946,0.910602124110123,0.34690389285148,0.452733536940089,0.125817713960391,"No",NA
"LY6G5C",-0.126058544326083,1.64930161467019,0.898816041288898,0.346949028213088,0.452754590886726,0.126058544326083,"No",NA
"PITHD1",-0.0714762770798278,4.96075454365897,0.910090354109687,0.346969422987111,0.452754590886726,0.0714762770798278,"No",NA
"LRRC17",-0.19742605793855,2.37816138723906,0.908653714739507,0.347069873683266,0.452834055114079,0.19742605793855,"No",NA
"LINC00106",-0.208076728565563,2.4833289389323,0.909252646926866,0.347079726929945,0.452834055114079,0.208076728565563,"No",NA
"ALPK3",-0.20396692761844,5.19692685391237,0.909335899226648,0.347162766029792,0.452894351880616,0.20396692761844,"No",NA
"LOC107985400",-0.224480274776625,1.6822937254826,0.898553497924188,0.347175355006623,0.452894351880616,0.224480274776625,"No",NA
"RPL21P28",-0.148899013514534,2.98996600702845,0.908549189473474,0.34755721451121,0.453360229075997,0.148899013514534,"No",NA
"HTD2",-0.0913888495403761,3.90055734668813,0.907802117423752,0.34763167871849,0.453395252397241,0.0913888495403761,"No",NA
"LINC01544",0.418196540880577,1.83768108389607,0.899536482191063,0.347633531855503,0.453395252397241,-0.418196540880577,"No",NA
"CAPN3",0.189669076529377,6.85494411875128,0.907130131898543,0.347731936289508,0.453448062569744,-0.189669076529377,"No",NA
"ALDOC",-0.306048485093692,3.61615991055376,0.907571507105927,0.347734863092552,0.453448062569744,0.306048485093692,"No",NA
"CAMKK1",-0.194385263522421,2.95546248447487,0.90780576508439,0.347748233244529,0.453448062569744,0.194385263522421,"No",NA
"CERK",-0.111078604261716,5.8072253011935,0.906730195246905,0.347839806924439,0.453535208815128,0.111078604261716,"No",NA
"SESN2",0.183550572849216,5.86906830967865,0.906372316077882,0.34793341013118,0.453624988699478,-0.183550572849216,"No",NA
"KSR2",-0.386546317580305,3.03241437210043,0.906733636798724,0.348024296955906,0.453711214529458,0.386546317580305,"No",NA
"WFIKKN1",-0.218743281479134,1.70059023432215,0.895402384964244,0.34811007629115,0.453790770053554,0.218743281479134,"No",NA
"IL17RE",0.186060269653247,3.80527427252419,0.903898951450951,0.348669068800404,0.454487143581043,-0.186060269653247,"No",NA
"GSTO1",0.125659188314727,6.15409160156939,0.903288400298821,0.348742627146237,0.454550703798185,-0.125659188314727,"No",NA
"LOC105379521",0.279248984200365,1.5191554244674,0.889364700787385,0.348824469230318,0.454593998614985,-0.279248984200365,"No",NA
"GOLGA6L5P",-0.191210219665667,3.52244456734272,0.903473414474237,0.348825442393671,0.454593998614985,0.191210219665667,"No",NA
"TSC22D4",-0.142611290363094,5.42446975777582,0.902440088659977,0.34897042742282,0.454750615276015,0.142611290363094,"No",NA
"LMCD1",-0.114118986800626,4.64429717862609,0.901814830919986,0.349151128341205,0.454953748480426,0.114118986800626,"No",NA
"P4HA2",0.174740199586031,6.21828872982515,0.901484598811784,0.349217919673715,0.455008435961253,-0.174740199586031,"No",NA
"RNF43",0.223287056433723,4.22442002023056,0.901173377093552,0.349343546114637,0.455139768573377,-0.223287056433723,"No",NA
"LOC112268063",-0.159389986295851,1.49987201986436,0.886741027086574,0.349447070742137,0.455242289373471,0.159389986295851,"No",NA
"HOXA2",-0.225473362253737,2.18754446408408,0.897461475863223,0.349570874341622,0.455371212162896,0.225473362253737,"No",NA
"AKR1C2",-0.232654942375143,4.25428696011767,0.899669073534765,0.349738659875446,0.455557405967228,0.232654942375143,"No",NA
"SIPA1L3",-0.177808198492869,5.3516308197632,0.899133028959894,0.349844162187958,0.455643037436912,0.177808198492869,"No",NA
"HPS4",-0.118914529807334,5.58399029742304,0.899087348802613,0.349854113355765,0.455643037436912,0.118914529807334,"No",NA
"CLDN19",0.428145427217775,5.65604710762192,0.898757929703515,0.349941003139348,0.455723822715784,-0.428145427217775,"No",NA
"ZNF135",-0.193101048377994,3.31096246173101,0.899177941945119,0.349993996800026,0.455738482541728,0.193101048377994,"No",NA
"ATP7B",0.109264293515672,4.10858676488163,0.898714407883652,0.350001983373653,0.455738482541728,-0.109264293515672,"No",NA
"CHMP4C",-0.151012384167198,3.5264815284342,0.897917742800059,0.350290739594926,0.456082075965238,0.151012384167198,"No",NA
"COBL",0.117410431188636,5.49240825820756,0.896843183276147,0.350448956329511,0.456255668925871,-0.117410431188636,"No",NA
"PPP2R3A",-0.199603435545538,5.67196116209786,0.895665951876893,0.35075994146733,0.456628114980301,0.199603435545538,"No",NA
"TMEM104",-0.131854213295249,4.38692865932899,0.89544229855236,0.350849032839983,0.456711661766065,0.131854213295249,"No",NA
"PWAR6",-0.157675676815671,4.74178810654323,0.89514653220053,0.350912288510466,0.456761567896425,0.157675676815671,"No",NA
"POC1A",0.0884597608817324,2.17235648068141,0.891023402963558,0.351262106094675,0.457184440984201,-0.0884597608817324,"No",NA
"PARS2",0.0775053344924518,3.36926729792693,0.893370931713979,0.351523956321033,0.457492768428886,-0.0775053344924518,"No",NA
"IGFBP4",0.14424689736517,9.27990888023224,0.890445258140579,0.35214484933163,0.458268297110472,-0.14424689736517,"No",NA
"HOXD4",-0.134072304923534,6.79851333367136,0.889831294270926,0.352309692734652,0.45845027170575,0.134072304923534,"No",NA
"PLXNA2",-0.192050163372935,4.91258032747153,0.889619720059234,0.352379565314429,0.458508646491964,0.192050163372935,"No",NA
"NDUFA6-DT",0.113245202546996,3.18712130975474,0.889756484475817,0.352514463514159,0.458619092263827,-0.113245202546996,"No",NA
"NOMO3",-0.149029121740903,5.53741527705129,0.889081437273696,0.352514484206935,0.458619092263827,0.149029121740903,"No",NA
"TMEM14C",-0.0768225489285202,6.30567575271118,0.888527165809904,0.352659190353515,0.458774793724383,0.0768225489285202,"No",NA
"THRB",0.208860507722582,4.65804877391179,0.888031071751651,0.352811769208664,0.458940713977009,-0.208860507722582,"No",NA
"R3HDML-AS1",0.278733855785135,3.30022153760357,0.887371753122195,0.353135057581428,0.459328655398082,-0.278733855785135,"No",NA
"LINGO1",0.156161400354283,2.3953024137277,0.885751585751062,0.353178967530448,0.45935317537964,-0.156161400354283,"No",NA
"ELAC1",-0.0754913743184439,3.05130939353749,0.88683747969296,0.353306259929705,0.459486133435362,0.0754913743184439,"No",NA
"ZNF853",-0.239460588476115,3.34184393113799,0.886110523323061,0.353467035312055,0.459662615231646,0.239460588476115,"No",NA
"SERPINB6",-0.0881045713167668,6.69388595404265,0.885159489756685,0.353560427021072,0.459751449792386,0.0881045713167668,"No",NA
"CFDP1",0.117358970136277,5.88271128820451,0.884755552638223,0.353671172558273,0.459862836158724,-0.117358970136277,"No",NA
"SNHG15",-0.103872594160734,3.18773616723142,0.884970525486133,0.353795479030326,0.45999183815199,0.103872594160734,"No",NA
"CLN6",0.0917762490922956,5.21196159607762,0.883652176165121,0.353973093032844,0.46019012541738,-0.0917762490922956,"No",NA
"LOC105370826",0.189140306178839,1.63796309835759,0.871988120528847,0.354133042767252,0.460365421386177,-0.189140306178839,"No",NA
"LINC00685",-0.17213821354211,2.85694362958941,0.883572001171507,0.354162588727634,0.460371182383085,0.17213821354211,"No",NA
"RANBP10",-0.121505861558322,5.27001173901889,0.882391882130083,0.354311361155148,0.460531912453734,0.121505861558322,"No",NA
"GOLGA2P5",0.11756928701898,5.09117345469445,0.88188129219573,0.354451388670018,0.460663163346795,-0.11756928701898,"No",NA
"PHKA1",-0.174685259367958,3.27693638112347,0.882359948280038,0.35448442900337,0.460663163346795,0.174685259367958,"No",NA
"AMACR",-0.230041693358209,6.37122935645838,0.881712832986487,0.35448773019311,0.460663163346795,0.230041693358209,"No",NA
"TSHZ1",-0.125828536651372,5.26673440069776,0.881596870441175,0.354525490166579,0.460679574696502,0.125828536651372,"No",NA
"ARL16",0.108265402083734,5.33003138828015,0.880920947782726,0.354706854025319,0.460882573088894,-0.108265402083734,"No",NA
"CCDC92",-0.0755356180828801,5.36515211647473,0.880207247292692,0.354898937227376,0.46109946972252,0.0755356180828801,"No",NA
"HOXB9",-0.267518456954799,4.42035492906034,0.878409340427746,0.355410413300343,0.461731274713578,0.267518456954799,"No",NA
"MECOM",-0.236146842724043,6.6141424050272,0.877759430338075,0.355554356523784,0.461879942010709,0.236146842724043,"No",NA
"MRPL20-AS1",0.0788038656673914,4.41677506021823,0.877796563206578,0.355575240939127,0.461879942010709,-0.0788038656673914,"No",NA
"MMP28",0.192106830851689,1.95782080382671,0.872101887529616,0.355609922702142,0.461882100584438,-0.192106830851689,"No",NA
"ZMYND8",-0.208170831641492,5.31277101357567,0.877514172720838,0.35562729625491,0.461882100584438,0.208170831641492,"No",NA
"ALX1",-0.503777849138912,2.39796600337861,0.876118927198498,0.355700215100516,0.461928964748342,0.503777849138912,"No",NA
"COA5",-0.0639991367959645,5.06015379542772,0.877207396740968,0.355713778101991,0.461928964748342,0.0639991367959645,"No",NA
"PLA2G4B",-0.201000365616325,3.96274663229465,0.876809078916386,0.355879400927052,0.462111305404391,0.201000365616325,"No",NA
"ZDHHC12-DT",-0.0921655772158127,2.01950502035028,0.871452324109502,0.356038980559761,0.462285773667728,0.0921655772158127,"No",NA
"MARCHF2",-0.0786937787726591,4.57196827232663,0.875901078049077,0.356081294131373,0.462307968179205,0.0786937787726591,"No",NA
"MICAL3",-0.133788348438975,6.09975507050308,0.875455045146731,0.356179549655483,0.462402785037866,0.133788348438975,"No",NA
"RAE1",-0.0609274470324315,4.41551355431654,0.875083626362725,0.35631013746687,0.462539560222731,0.0609274470324315,"No",NA
"NLRP9",0.189290819485288,1.51374663362525,0.861662912963592,0.356375747139853,0.462591971450265,-0.189290819485288,"No",NA
"PSMC5",0.08073611765003,6.92772836376913,0.874266239005132,0.356500767020105,0.462721486953589,-0.08073611765003,"No",NA
"FAM237B",-0.135632018728644,1.68470775782623,0.864096616901363,0.35654351276389,0.462744203658657,0.135632018728644,"No",NA
"FAM83H-AS1",-0.201426714210139,2.39692918418178,0.87294251541256,0.3566354772548,0.4628307917563,0.201426714210139,"No",NA
"MTCH1",-0.0583711167653311,7.36280019713835,0.872899659748615,0.356871864985605,0.463104782461499,0.0583711167653311,"No",NA
"HECTD4",-0.194794823935804,6.01090295805736,0.868099269760824,0.358182752424031,0.464752123636442,0.194794823935804,"No",NA
"LOC107986991",-0.166828609872815,2.42634014598049,0.867430860813734,0.358192024588711,0.464752123636442,0.166828609872815,"No",NA
"ANKRD26",-0.151964456283956,4.13481090176141,0.867835630061101,0.358303551446336,0.464863925370712,0.151964456283956,"No",NA
"ARHGEF5",-0.17886423654443,4.90763225431629,0.867282558590613,0.358417673171041,0.464979077629041,0.17886423654443,"No",NA
"TMEM171",0.205642442614856,3.24037893134726,0.866869133888421,0.358692237587465,0.465302342878482,-0.205642442614856,"No",NA
"LOC105373096",-0.185430488028437,1.81284634533782,0.858130097898393,0.358816230407189,0.465403055885343,0.185430488028437,"No",NA
"BFSP1",-0.321298541450778,1.99182248582003,0.860724267151754,0.358834833263639,0.465403055885343,0.321298541450778,"No",NA
"SLC3A2",0.257740191101172,8.42986358073922,0.865666324782398,0.358846041780778,0.465403055885343,-0.257740191101172,"No",NA
"RBM33-DT",-0.107148739236589,3.39996713347512,0.866069312691324,0.358886693872018,0.465422850043718,0.107148739236589,"No",NA
"C1D",-0.0830919438039911,4.65029903918303,0.865409855499241,0.358937876585533,0.465456297091781,0.0830919438039911,"No",NA
"GRHL1",-0.145608859360707,3.18841905889734,0.865682538134076,0.359024400038317,0.465535564624913,0.145608859360707,"No",NA
"PCGF1",-0.0681978997856869,3.50962877261909,0.865238098768186,0.359095600500594,0.465594953513679,0.0681978997856869,"No",NA
"FBXO21",0.123114033814119,6.49779104815796,0.863864917001814,0.359341219477366,0.465880464972035,-0.123114033814119,"No",NA
"EMG1",-0.0703703697622,5.68678427747329,0.863770171943254,0.359370479244449,0.46588544943635,0.0703703697622,"No",NA
"AADAT",-0.129358250391668,3.35338975530712,0.863791690966871,0.35951896308927,0.466044983550627,0.129358250391668,"No",NA
"MKKS",0.0641210750705762,5.63485945360767,0.86309380850504,0.359556608507908,0.466060825241018,-0.0641210750705762,"No",NA
"ZNF517",-0.108941336823844,3.98335475272523,0.86296937818245,0.359651623454608,0.466151022381844,0.108941336823844,"No",NA
"LAMA5-AS1",-0.256697353581112,1.72409109282546,0.852747258792558,0.359873572821502,0.46640571715151,0.256697353581112,"No",NA
"MRPL51",0.0987393309144564,5.5994700360287,0.861737108982313,0.359929967075772,0.466423039528952,-0.0987393309144564,"No",NA
"DNALI1",-0.0773055438194189,4.9407267209266,0.861739136937265,0.359937827569503,0.466423039528952,0.0773055438194189,"No",NA
"NR5A2",-0.380758140561355,1.74256167292002,0.852068539219901,0.360120604801106,0.466626903697538,0.380758140561355,"No",NA
"DCLK2",0.193453649279258,3.18877482028805,0.860356246806733,0.36048695477443,0.46705657948451,-0.193453649279258,"No",NA
"PSTK",-0.0881508029375025,2.39697200744802,0.858865641980243,0.360505979074596,0.46705657948451,0.0881508029375025,"No",NA
"LOC105373856",-0.167203241305613,1.90345163849251,0.853396533503892,0.36054416787374,0.46705657948451,0.167203241305613,"No",NA
"TSPYL1",-0.0592443673001744,7.44181165476507,0.859456075719408,0.360554124504135,0.46705657948451,0.0592443673001744,"No",NA
"RCAN1",-0.130399052147059,6.41641043821976,0.858751142409868,0.360749321320889,0.467265237115979,0.130399052147059,"No",NA
"LOC107984126",-0.0975607326537965,1.70450927076407,0.84929772351031,0.360766183017972,0.467265237115979,0.0975607326537965,"No",NA
"SMURF2P1-LRRC37BP1",-0.12489967302361,4.25888788808911,0.858502366226499,0.360858359036187,0.467351602338021,0.12489967302361,"No",NA
"OMA1",-0.0858189814692952,4.74098857240816,0.858142216316884,0.360934834114762,0.467417622335408,0.0858189814692952,"No",NA
"LOC100134868",-0.182821924277703,2.1874058223913,0.854703526961324,0.361184972686705,0.467708514716021,0.182821924277703,"No",NA
"CA11",-0.166784626507028,3.5830778663673,0.857408617102031,0.361239019269318,0.467716414731926,0.166784626507028,"No",NA
"KCNN3",0.306195741839501,3.32956102137064,0.857546891414006,0.361242103528155,0.467716414731926,-0.306195741839501,"No",NA
"GTF2H5",0.0866199804727674,4.74470508516733,0.855817120480035,0.361577890482673,0.46811810936068,-0.0866199804727674,"No",NA
"UICLM",0.502403287854708,2.05880277329562,0.851166047753583,0.3616741641651,0.468209682437178,-0.502403287854708,"No",NA
"AZGP1",0.365177204664584,8.13388524836142,0.855188292729934,0.361734083578093,0.468254183042866,-0.365177204664584,"No",NA
"RNF157",-0.103945355033931,4.31904405619347,0.855017558647003,0.361818537012336,0.468330433693908,0.103945355033931,"No",NA
"SPATA17",0.17687415589217,2.81764475350085,0.854879872727922,0.361982510033671,0.468476549089079,-0.17687415589217,"No",NA
"NHERF1",0.242450159180811,7.90530675718015,0.85429241897936,0.361982534575185,0.468476549089079,-0.242450159180811,"No",NA
"GET1",-0.0768920134284828,4.64696796100803,0.854007588256106,0.362082897561982,0.468573356527264,0.0768920134284828,"No",NA
"MIR29C",0.122019968453893,2.3723775336215,0.852358959398336,0.362265311502232,0.468772854963998,-0.122019968453893,"No",NA
"ZNF395",-0.0984387262496829,5.90154395038896,0.853200801002793,0.36228820229529,0.468772854963998,0.0984387262496829,"No",NA
"MASP1",-0.184406529729407,4.18458837554455,0.852679466992146,0.362477294179698,0.468984421203278,0.184406529729407,"No",NA
"TMEM219",0.112317581673536,6.44264173956864,0.852215878870791,0.362560179940901,0.469033505148778,-0.112317581673536,"No",NA
"FDX1",0.114743242684309,5.48368516111926,0.85221014574155,0.362566404885613,0.469033505148778,-0.114743242684309,"No",NA
"SLC51A",0.295973806232573,3.56070996083606,0.851319875921442,0.362932046192732,0.469467465340662,-0.295973806232573,"No",NA
"ZCWPW1",-0.138837291368634,3.67335163337966,0.851139508335129,0.362963621822856,0.469467465340662,0.138837291368634,"No",NA
"YIPF3",0.0646753127334786,6.50091541461725,0.850712001551258,0.362978691084677,0.469467465340662,-0.0646753127334786,"No",NA
"LINC00910",-0.14299099068552,2.11651332681147,0.846262343332495,0.363337417497593,0.469898278548636,0.14299099068552,"No",NA
"PITPNM2",-0.193273405435224,5.37898176021927,0.849119896881512,0.36342823167692,0.469966223162516,0.193273405435224,"No",NA
"PRANCR",-0.0956227319177952,2.08493790370801,0.845548604107995,0.363441229586592,0.469966223162516,0.0956227319177952,"No",NA
"LOC105370163",0.556973499257982,1.66974598359625,0.838491914089028,0.363550862428995,0.470074829596242,-0.556973499257982,"No",NA
"FKBP9",-0.173596312320596,6.34725319233764,0.848208253886483,0.363677535733544,0.470205452640118,0.173596312320596,"No",NA
"WBP2",0.082195178162044,6.96668303633537,0.846673121158617,0.364105786828224,0.470701524049118,-0.082195178162044,"No",NA
"TMEM191C",0.158418439491889,1.62436766968589,0.836039804069728,0.364112574928618,0.470701524049118,-0.158418439491889,"No",NA
"LOC105371755",-0.080808638640625,4.84343660731905,0.8454044516664,0.364475700121245,0.471137723638851,0.080808638640625,"No",NA
"NAV2-AS2",-0.279994055443792,1.47460290540549,0.831793572975047,0.364628617522305,0.471275994880692,0.279994055443792,"No",NA
"CCL15-CCL14",0.208680861363187,4.06805429927471,0.844952494853698,0.36464373725515,0.471275994880692,-0.208680861363187,"No",NA
"PPFIBP2",0.0892150937758619,5.39082056866753,0.8447157010621,0.364659795504213,0.471275994880692,-0.0892150937758619,"No",NA
"MIR1184-1",0.183184663830528,2.01858463375901,0.840037939958275,0.364752756565374,0.471362903108909,-0.183184663830528,"No",NA
"ESRP1",-0.250143698260703,4.0751773548352,0.844371792034412,0.36480640053746,0.471398993955461,0.250143698260703,"No",NA
"PDAP1",-0.0629107082324005,6.06536029408413,0.843754543164623,0.364924982449028,0.471518985921839,0.0629107082324005,"No",NA
"TAFA2",-0.170939023597143,1.5047153889124,0.831047820779961,0.364970808151176,0.471544959417762,0.170939023597143,"No",NA
"FTCDNL1",0.140514160183106,2.85894809146065,0.843964622939028,0.365038377177834,0.471599019807377,-0.140514160183106,"No",NA
"PPM1H",-0.135600948114838,5.09031552399661,0.84308307416305,0.365121848364066,0.471673615388421,0.135600948114838,"No",NA
"EPB41L5",-0.12441782097324,6.11338304569066,0.842831162109879,0.365184233442188,0.471720962809439,0.12441782097324,"No",NA
"TMEM231",-0.116658443694825,3.89681640252864,0.842086343382141,0.365465772285858,0.472051372024526,0.116658443694825,"No",NA
