"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"C1QL1",-0.377997133272215,1.51152400767123,0.828660485870609,0.3656725671166,0.472285198887789,0.377997133272215,"No",NA
"TRAPPC1",0.105632801197646,5.70129874475323,0.840658129190287,0.365797587915686,0.472413384816291,-0.105632801197646,"No",NA
"UVSSA",-0.179096178881127,4.37281750396756,0.840555844577483,0.365856340589906,0.472455976002365,0.179096178881127,"No",NA
"NDUFV3",0.0548715280838338,5.5449323713715,0.840005554932358,0.365982444848539,0.472585530890291,-0.0548715280838338,"No",NA
"RUFY1-AS1",-0.147064393919202,2.33760005229429,0.838408649727819,0.366107346653657,0.472713514933308,0.147064393919202,"No",NA
"FAM86DP",-0.126465393798935,3.14075085678117,0.838982655483773,0.366450678523442,0.473123495422822,0.126465393798935,"No",NA
"AKTIP",-0.0805768061507015,5.51256928287902,0.838140588691434,0.366508807101514,0.473165218887095,0.0805768061507015,"No",NA
"OBSCN-AS1",-0.159023554621805,2.33614127294091,0.836839941617024,0.366546676857872,0.473180784048004,0.159023554621805,"No",NA
"ABCC5",-0.186325789008795,6.06841582214117,0.837588589373066,0.366661376050425,0.473295520342253,0.186325789008795,"No",NA
"CBX2",-0.324225829333466,2.19595160681623,0.834600542818759,0.366822839568053,0.473470600769045,0.324225829333466,"No",NA
"FBLN2",-0.325022951766302,4.58409177004098,0.836918579079251,0.366873226361371,0.473502296164916,0.325022951766302,"No",NA
"LOC107987065",0.270432484855193,1.73825512857887,0.82786772962234,0.366993036402358,0.473623581406056,-0.270432484855193,"No",NA
"PTRHD1",0.100160646549675,3.11581287557582,0.836591021024309,0.367128335663943,0.473764837807514,-0.100160646549675,"No",NA
"RNPEPL1",-0.10129051052745,5.97374142173388,0.835509346432501,0.3672501056128,0.473871493902786,0.10129051052745,"No",NA
"OVOL1",0.135777796721404,3.89723870211007,0.835716639131568,0.367262686917074,0.473871493902786,-0.135777796721404,"No",NA
"DHX35",-0.0945609713238401,4.07851168831775,0.835462251255347,0.367315827462774,0.473882658243744,0.0945609713238401,"No",NA
"TACSTD2",-0.458637946941667,6.77954128688141,0.83524548890734,0.367323042440966,0.473882658243744,0.458637946941667,"No",NA
"LOC105373177",0.206207945638382,1.63379013694995,0.824781662802061,0.36738194507103,0.473909584803589,-0.206207945638382,"No",NA
"CLDN5",-0.221453597852806,3.74283457856964,0.83531492524323,0.367397147688146,0.473909584803589,0.221453597852806,"No",NA
"TUBAL3",0.295778237078643,3.50729902866084,0.835357482959811,0.367421472872654,0.473909584803589,-0.295778237078643,"No",NA
"DPP3",-0.0856694582525309,5.22326060263977,0.8342309708647,0.367618208455687,0.47412997813278,0.0856694582525309,"No",NA
"NIPAL1",-0.37571680840548,3.48580582414192,0.833723510466509,0.36788920028089,0.474423351168116,0.37571680840548,"No",NA
"PRUNE1",-0.0832439699549005,4.82794162818743,0.833272685326558,0.367897438047829,0.474423351168116,0.0832439699549005,"No",NA
"CLBA1",0.0794333196555694,4.33933507329647,0.832483905546767,0.368141272444544,0.474704394005411,-0.0794333196555694,"No",NA
"TENT5B",0.264933087755027,2.55933482676605,0.832119019129995,0.368200510304931,0.474747383723689,-0.264933087755027,"No",NA
"PAGR1",-0.113178116379035,5.14680913065628,0.831679051191172,0.368344040882948,0.474878067674332,0.113178116379035,"No",NA
"ACADVL",0.103697584083604,9.13454700930982,0.831612020414885,0.368353676518538,0.474878067674332,-0.103697584083604,"No",NA
"MAP3K9-DT",-0.125712686123037,1.81132379584263,0.824109423149677,0.368439367866416,0.474955137296714,0.125712686123037,"No",NA
"GJA5",0.172685659449793,4.75472455252981,0.830492390374513,0.368690170753952,0.475245026375831,-0.172685659449793,"No",NA
"ERC2",-0.25769315624867,1.41193560488531,0.816490070787275,0.368842256161791,0.475407635895218,0.25769315624867,"No",NA
"RIDA",0.251009602082294,7.6401859112764,0.829344432716438,0.368999863722176,0.475551757070827,-0.251009602082294,"No",NA
"DNAJC22",-0.127218212878284,5.10640228254282,0.829356820788536,0.369005956716788,0.475551757070827,0.127218212878284,"No",NA
"AK3",-0.117474696624959,7.02060966671652,0.829154880694843,0.369054001639963,0.475580239301383,0.117474696624959,"No",NA
"ND5",0.171090569120265,13.7462355081327,0.828293997477734,0.369299149359134,0.475862695550562,-0.171090569120265,"No",NA
"UBTD1",0.204830111505557,3.99112469771034,0.828338589877307,0.369350112057302,0.475894911374317,-0.204830111505557,"No",NA
"PRSS3",0.356113100440915,2.16657805070898,0.823965966188753,0.369773847199478,0.476407393380211,-0.356113100440915,"No",NA
"LOC105372310",-0.206264751191261,2.04618371948601,0.82194337174253,0.37000804226304,0.476675621809248,0.206264751191261,"No",NA
"LYRM4-AS1",-0.118129303116043,1.73022850549399,0.816334314636221,0.370307790520069,0.477028257766927,0.118129303116043,"No",NA
"MIR631",0.145103078965876,1.6875335524337,0.814959059681222,0.370500358035193,0.477242784283825,-0.145103078965876,"No",NA
"SLC5A8",0.464731995326393,4.81174310642163,0.823879163807607,0.370580029928798,0.477311869633558,-0.464731995326393,"No",NA
"SEC61B",0.107520216055531,5.56416518827761,0.82360310270099,0.370646745557325,0.477336296826259,-0.107520216055531,"No",NA
"SVBP",-0.110044246659873,3.18211850160532,0.824194939555796,0.370651074629042,0.477336296826259,0.110044246659873,"No",NA
"HCAR1",-0.291622198756949,2.07388237448076,0.819759816971405,0.37071287240059,0.477382343798751,0.291622198756949,"No",NA
"PSMG3-AS1",-0.199120196763298,3.76830940182151,0.822809894670247,0.370959577649844,0.477666480605458,0.199120196763298,"No",NA
"NALT1",0.155533056154625,1.87131381543397,0.81616338859879,0.371005706951089,0.47769232381263,-0.155533056154625,"No",NA
"CFAP57",0.182879248545446,3.36955774102597,0.822252215224322,0.371181496087233,0.477885096556754,-0.182879248545446,"No",NA
"NOX5",-0.270133634944515,1.71970862600097,0.812286496673455,0.371413082747726,0.478149674826081,0.270133634944515,"No",NA
"HOXA7",0.140030276562996,3.64994222335032,0.818591578776592,0.372190119947815,0.479116368592936,-0.140030276562996,"No",NA
"PDE4A",-0.273594056469606,4.02668803326324,0.817944774202734,0.372331126950119,0.479240042777775,0.273594056469606,"No",NA
"H2AZ1",-0.0781127654699615,5.87622971763039,0.817720800817243,0.372338480674326,0.479240042777775,0.0781127654699615,"No",NA
"SNF8",0.0729777356848737,5.37292599622701,0.817393597032493,0.372436358542245,0.479332365964888,-0.0729777356848737,"No",NA
"LINC00174",-0.136076998628146,4.16047621779911,0.817140576602509,0.372550510272563,0.479445619475312,0.136076998628146,"No",NA
"ANXA13",0.358278328007231,3.58099353535347,0.816787723165441,0.372723319022155,0.479634339136196,-0.358278328007231,"No",NA
"MTARC1",0.0962477016778425,3.92042805302925,0.816416921239232,0.372782329277897,0.479646954260298,-0.0962477016778425,"No",NA
"FADS2",-0.252685188732818,5.09389785344903,0.816199446032913,0.372785454003953,0.479646954260298,0.252685188732818,"No",NA
"TNC",-0.476215969126392,8.16362192437192,0.815981591825565,0.372838383956618,0.479681388005949,0.476215969126392,"No",NA
"EARS2",0.0687642997177356,5.01158254251164,0.815597953592481,0.372960667120996,0.479791209132743,-0.0687642997177356,"No",NA
"BBS2",-0.0827768262584668,5.87870634980527,0.815516022062544,0.372976091328437,0.479791209132743,0.0827768262584668,"No",NA
"NAT8",0.36561055351974,9.46456289983649,0.815391008351527,0.373009134863564,0.479800045693916,-0.36561055351974,"No",NA
"LINC02519",-0.150586370239118,1.5466451242658,0.803724581574043,0.37311694580898,0.479893730733103,0.150586370239118,"No",NA
"NCCRP1",0.2661140351634,1.62146508250919,0.804832583939786,0.37313432677644,0.479893730733103,-0.2661140351634,"No",NA
"SH3GLB2",0.139303711671885,6.2102455438563,0.81475432989971,0.373195483523812,0.479938712535078,-0.139303711671885,"No",NA
"SMG5",-0.0813335640607366,6.86978415775371,0.814225331474479,0.373347809399466,0.480100925577103,0.0813335640607366,"No",NA
"IGFBP3",-0.172478274145366,7.13076077765749,0.813690420228078,0.373502556008771,0.480266228549157,0.172478274145366,"No",NA
"PDCL3",-0.0756490857349287,4.18694841467422,0.81346140504219,0.373613673422879,0.480375411903962,0.0756490857349287,"No",NA
"HEATR4",0.09127591177168,1.86372839999024,0.806577705706009,0.373779175622223,0.480554500514166,-0.09127591177168,"No",NA
"IQGAP2",-0.159337612312261,6.40043763849775,0.812648640617601,0.373806005005562,0.480555289834978,0.159337612312261,"No",NA
"SRD5A3",-0.133007719790818,3.65989088451997,0.812491649079511,0.373954543671774,0.480712534365167,0.133007719790818,"No",NA
"TOP1MT",-0.0701362181412645,4.10057964949707,0.812205541177177,0.373985382000858,0.480718465567473,0.0701362181412645,"No",NA
"STAG3L4",0.150599221976208,3.36856411030162,0.812278262762943,0.374063116782715,0.480759787403003,-0.150599221976208,"No",NA
"LAMB2",-0.126447191078018,8.50667205077457,0.811735348214032,0.374069982419346,0.480759787403003,0.126447191078018,"No",NA
"GDF3",0.555614783114307,1.72238510680158,0.801739644748879,0.374448355448929,0.481212339016708,-0.555614783114307,"No",NA
"XPNPEP2",0.349729387184469,8.83452873099815,0.810214708590164,0.374512528783977,0.481244551000276,-0.349729387184469,"No",NA
"GTF2IP23",-0.259240803308754,1.70440137566477,0.801459215441642,0.374525926821774,0.481244551000276,0.259240803308754,"No",NA
"SULT1A1",0.174206115668032,5.08924232155002,0.810083180540369,0.374561045961605,0.4812559426314,-0.174206115668032,"No",NA
"SPNS3",0.155164650350465,3.53101026245316,0.810292158648225,0.374614298304561,0.481290629536088,-0.155164650350465,"No",NA
"HOXC-AS1",-0.139139502758702,1.80286029858441,0.802663814856571,0.374652859788923,0.481306438628548,0.139139502758702,"No",NA
"SSTR5",0.427127352512963,1.73704235250903,0.800425811625096,0.374949299823578,0.48165351191773,-0.427127352512963,"No",NA
"TATDN3",-0.0574174462682279,4.35413332786194,0.808348413570394,0.375090751970092,0.481801455704839,0.0574174462682279,"No",NA
"ADGRG3",-0.171435754369749,6.33643451467511,0.807838943436768,0.375206950873268,0.48190507614542,0.171435754369749,"No",NA
"ADCY1",0.192316754198228,3.35422810144041,0.808298704163498,0.375224000426795,0.48190507614542,-0.192316754198228,"No",NA
"FXR2",-0.0837224842135071,5.30537138077247,0.807583610013304,0.375287259288426,0.481952553595077,0.0837224842135071,"No",NA
"INO80C",0.0912344305909033,3.75534436078304,0.807457477180222,0.375406997701561,0.482072551654453,-0.0912344305909033,"No",NA
"GTF2I-AS1",-0.224736031703029,3.61576908711391,0.807209591195521,0.375500717529667,0.482159123916806,0.224736031703029,"No",NA
"GARS1-DT",-0.181284976692908,4.18542314798619,0.806530767117285,0.375633376250862,0.482295679768478,0.181284976692908,"No",NA
"LOC105379252",0.150740724071926,1.98553125160651,0.80151403180228,0.375757600272088,0.482397686091971,-0.150740724071926,"No",NA
"PRCC",-0.0890855603971132,5.2055158972231,0.805952420733199,0.375765455223788,0.482397686091971,0.0890855603971132,"No",NA
"TPRKB",-0.0916108084614303,4.05493677310642,0.805938945150473,0.375816993083637,0.482430063040347,0.0916108084614303,"No",NA
"CCDC163",-0.230303939168552,1.90932915323927,0.799988659094608,0.375891242139629,0.48249158740015,0.230303939168552,"No",NA
"SYCE2",-0.154907850522725,2.19344242729093,0.803065345620064,0.375962445664599,0.482549194193934,0.154907850522725,"No",NA
"SPATA9",-0.224050633989971,1.93610140225328,0.799661849544158,0.376097838242989,0.482689174041324,0.224050633989971,"No",NA
"PKP3",-0.343681874321085,2.02733205982058,0.800452284692675,0.376176737574445,0.482756635149618,0.343681874321085,"No",NA
"UBAC1",0.0902519050843211,4.84249430089529,0.803948446173505,0.376359187646035,0.482953370571646,-0.0902519050843211,"No",NA
"ARHGAP28",-0.129764881513692,3.56861076217715,0.804161056087489,0.376399670760788,0.482953370571646,0.129764881513692,"No",NA
"TONSL",-0.110838222641311,3.0994586376383,0.804272497781115,0.376433318206812,0.482953370571646,0.110838222641311,"No",NA
"SLC30A9",-0.0574622144019662,6.84120321551032,0.803594830219992,0.376448803351297,0.482953370571646,0.0574622144019662,"No",NA
"BOLA2",0.0762213062209757,2.9749556962266,0.804182326645572,0.376461770339766,0.482953370571646,-0.0762213062209757,"No",NA
"ENPP7",0.326913918692603,4.03604459506096,0.803357052831931,0.3765771266127,0.483067551290231,-0.326913918692603,"No",NA
"RPS23",-0.0893754633971947,8.33548608009315,0.802077754021528,0.376893509957146,0.483424900081403,0.0893754633971947,"No",NA
"MNAT1",-0.0687689131386041,3.76453440067332,0.802317714371972,0.376911529872999,0.483424900081403,0.0687689131386041,"No",NA
"LOC155060",-0.208229436824832,3.92622268695778,0.802142695303016,0.376944064145467,0.483424900081403,0.208229436824832,"No",NA
"CYB5R1",0.0714908914203562,6.16269825635109,0.801854006382029,0.376961187156379,0.483424900081403,-0.0714908914203562,"No",NA
"FRMPD2",0.187130484896788,1.57251120112014,0.790985367856171,0.377029386910251,0.483478537352347,-0.187130484896788,"No",NA
"SNRK-AS1",-0.24999850754523,4.29418213667523,0.801200348367546,0.377189739033469,0.483650329198554,0.24999850754523,"No",NA
"CCDC181",-0.132535582065884,2.93825282032985,0.801440534449277,0.377262959478943,0.483710380513989,0.132535582065884,"No",NA
"PANK2",-0.251766588888854,5.4188793336919,0.800532732774477,0.377354251097255,0.483786143477187,0.251766588888854,"No",NA
"ARHGAP18",-0.130274869014519,5.59848849522819,0.800423766519757,0.377384815081198,0.483786143477187,0.130274869014519,"No",NA
"CCSER1",-0.187736980910209,3.20172222571841,0.800941589550799,0.377401224795362,0.483786143477187,0.187736980910209,"No",NA
"TRAPPC9",0.0719366522566527,5.22747442495091,0.800180653984426,0.377459863367179,0.483825891100507,-0.0719366522566527,"No",NA
"ARHGEF34P",-0.21847222838848,4.27367562742787,0.800201319382477,0.377485019612648,0.483825891100507,0.21847222838848,"No",NA
"TDRD3",-0.0702817991062062,4.35226686067976,0.799916279281749,0.377563614912091,0.483892793466654,0.0702817991062062,"No",NA
"LINC02449",-0.142160278203189,2.04553414082039,0.795728007118979,0.377683596066778,0.484012723678698,0.142160278203189,"No",NA
"TBC1D7-LOC100130357",0.0975458911634689,3.16320708128677,0.799784406936907,0.377746742361917,0.484059806657553,-0.0975458911634689,"No",NA
"OSBPL3",-0.283191254193288,5.41827778542003,0.798601588375768,0.377923568819528,0.484252547185151,0.283191254193288,"No",NA
"BAG1",0.11499339498936,6.28411780258731,0.797467432624381,0.378254071043852,0.484642159523649,-0.11499339498936,"No",NA
"SMIM12",-0.0662244263605851,5.07221164295349,0.796903030421262,0.378429364674206,0.484832868593994,0.0662244263605851,"No",NA
"EVI5L",0.0913677264918749,4.70073671917761,0.796640209384711,0.378515685369609,0.484909569397603,-0.0913677264918749,"No",NA
"SMS",0.0658618841323743,6.64933402204537,0.79610154696911,0.378657076042933,0.485056803699721,-0.0658618841323743,"No",NA
"L1CAM",-0.307744440660401,5.98047293435806,0.795488006553648,0.378840467930258,0.485257816898159,0.307744440660401,"No",NA
"NCBP2AS2",0.0870389023766728,3.59392325388428,0.79552623850626,0.378939373438187,0.485328511071516,-0.0870389023766728,"No",NA
"ARHGAP8",0.148174629982783,3.81353608869634,0.795390801743531,0.37894861049406,0.485328511071516,-0.148174629982783,"No",NA
"FBXL4",-0.151610608808609,5.05893786672569,0.794758676367467,0.379064437220889,0.485442936893678,0.151610608808609,"No",NA
"LOC100132249",-0.306373153203579,1.57336848101003,0.783989494206683,0.379122410241011,0.485483262460914,0.306373153203579,"No",NA
"DPP4",0.176919167602861,7.67264191342131,0.793606081850978,0.379396098471442,0.485799796107851,-0.176919167602861,"No",NA
"C1RL-AS1",-0.125338151658569,5.1198307542166,0.793413925929915,0.379462333220826,0.485850669153521,0.125338151658569,"No",NA
"SF3B6",-0.0844664444437367,4.97757421532943,0.792450993769754,0.379750675483025,0.486185894138799,0.0844664444437367,"No",NA
"CTXND1",-0.221048150262365,3.61986296689612,0.792575180726286,0.379811477873647,0.486229778678806,0.221048150262365,"No",NA
"TTC1",-0.0742136702773478,5.23224374621489,0.791308543866434,0.380086468700849,0.486547839228719,0.0742136702773478,"No",NA
"TMEM126A",0.101494417544541,3.89966875769388,0.791165444835262,0.380192317749966,0.486649352466632,-0.101494417544541,"No",NA
"CCDC89",-0.103767296783887,2.07282983103972,0.787472662187728,0.380240527996698,0.486677078530057,0.103767296783887,"No",NA
"LOC105372245",0.112826729016004,1.88137943337914,0.784655411744003,0.380370441709938,0.486809367240444,-0.112826729016004,"No",NA
"FAM27E3",0.175584199571655,2.36940024886791,0.789353016830926,0.380406861489296,0.486821989525292,-0.175584199571655,"No",NA
"PGBD4",-0.175163201579892,2.76776571276079,0.790464854830537,0.380468782849746,0.48686724317059,0.175163201579892,"No",NA
"ATP2C2",-0.158640645845922,3.36550298012584,0.790144859417534,0.380574353639971,0.486968342633974,0.158640645845922,"No",NA
"ACVR1B",-0.0993237773620643,6.803784597767,0.789338205271508,0.380666268802624,0.487051955986662,0.0993237773620643,"No",NA
"TEKT4P2",-0.270635275348624,3.42353142032161,0.789664561895734,0.380708570959568,0.487072083630642,0.270635275348624,"No",NA
"CDK10",0.0699466550961791,6.60413258899209,0.788834412172152,0.380816613790294,0.487176310097696,-0.0699466550961791,"No",NA
"HOXC5",-0.1442266788508,2.55878240570593,0.788295388465019,0.380978686374788,0.487332211691245,0.1442266788508,"No",NA
